number_of_matches,home_score,away_score,Gender
6,4.166666666666667,2.5,Women
22,0.6818181818181818,0.6818181818181818,Women
24,1.9166666666666667,1.25,Women
7,4.285714285714286,1.8571428571428572,Men
33,0.7575757575757576,0.7272727272727273,Men
24,1.5,1.7083333333333333,Men
